"Show","Date","Review","Rating"
"Supergirl",2017-10-29," Season 1 was a good start, although it tried a little too hard in some areas (like trying to appeal to teenage/twenty-something girls) - which is not to be confused with the feminist message/theme. But overall the main characters were steady, believable, and the action/plot lines were interesting and fun. Season 2 faltered - a lot. It got way too racy, on both sides of the gender coin; it suffered the charismatic loss of Calista Flockhart and I really wasn't sure it would recover. The plot(s) were less interesting, less adventurous, the inconsistencies and forced points became too numerous or too jarring to ignore or overlook. And watching it with my kids became kind of awkward.But season 3 has been awesome so far. The writing, acting and chemistry of the cast is really coming together, the stories are more interesting, true to character (and life, despite the superhero genre, which is the point). Episode 3 (Far from the Tree) may be the best episode of all 3 seasons, but definitely top 5. Characters that I was really getting annoyed with (for writing reasons, not actor's performances) really come alive (like Maggie - her presence has driven me nuts but she won me over last week!).I hope whatever is going on early this season sustains throughout. This show really can be one of the best on TV when it stops meandering and trying to be too many things at once. ","8"
"Supergirl",2017-10-27," Great premise -   All girls can be Supergirls !  I think the potential to role model here is terrific. But - what god awful plots and execution. Soooooo trite it's hard to believe that this has made it beyond the first season. But - as we are now living in an  alternative  world - all seems possible. Sad. ","1"
"Supergirl",2017-10-27," So I started watching Supergirl with high hopes it would be better than Smallville, and it was a delight, at first. They stayed true to the comic book origin story, they dressed her in a costume that was faithful to the comic books, best of all, she could fly.Then slowly but surely the lefties in Hollywood started their not so subtle propagandizing.First we had the evil Martians, who just happened to be white, embarking on genocide of the green martians (martians of color, hint, hint, wink, wink).Next, we had the Supremacist group that wanted to eradicate all aliens. Interestingly, every single member of that organization just happened to be white.Then, we had the evil government attempting to control the illegal space aliens, but the point was clear, they were alluding to illegal aliens in the US.Finally, we have to have at least one gay or lesbian. It happens to be Alex. The problem is that slowly and surely the program is becoming more and more about Alex and her lesbian love life with at least three or more lesbian scenes or references per episode.The show has become less and less about the exploits of Supergirl and more about left wing propaganda. If you are looking for entertainment, this is no the show for you, it has more left wing propaganda than CNN or MSNBC.I would recommend that young children not be allowed to watch this show. ","1"
"Supergirl",2017-10-24," If you're looking for a lesbian show that has superheroes in it, this show is for you. If you're looking for a superhero show, well then notsamuch.Do yourself a favor and stick with Marvel if you want real superhero shows that don't get TOO political. If you must watch DC, Flash is by far the best if you just want to be entertained.Supergirl - season 1 showed so much potential, but once it moved to the CW, it went straight down the tubes. Too bad too, as Melissa Benoist really is a very likable Supergirl and really plays the role wonderfully. ","1"
"Supergirl",2017-10-24," Supergirl is sort of what The Flash was the first season. Its dumb, have tons of plot holes, supergirls powers changes all the time and some of the characters leave much to be desired. BUT it is also goofy, fun, decently entertaining and superhero-y, and in difference to the horrible Flash TV- show Supergirl stays that way. In other words Supergirl is not very good, but its still watchable and entertaining all the way up to season 3. With that said however the show is also promoting tons of liberal/socialist ideas and doing so too much in your face and even make gay-ness a major plot point for many episodes. That is annoying since it feels pushed in there and exists just for political point of it. I do not mind gay characters, they can be great and show versatility and diversity. Look at Joey in Agents of Shield, they just mention that he is gay in passing and make a couple of impasses about it, but it is never in the center and is never a big deal, that is just who he is, as it should be. In Supergirl being gay is a such a big thing that it overshadows everything else and that destroys the show. Some episodes feel right and I feel like  now , now this show is good. But in the very next episodes it crashes again. As an example of this I can mention episode 5 of the 3rd season, which is a good episode, but all the teen-drama-lesbo-ludicrous crap drops the episode from a solid 8 down to a 3 or 4. I will stop watching this show now, someone let me know when its about supergirl. I give the show a 4, which is much better then Gotham and The Flash ( 1's ) and slightly below Arrow which was great the first two seasons. Supergirl can be really good at times and if they drop that too-much-in-your-face-propaganda and develop the characters a bit further it would be a very good time spent. I can recommend the show, but mostly for young people and for those leaving their brain on standby. DC need to do something though, all of their shows are failing while AoS is the best thing on TV at the moment so I would suggest bringing in new talent and shake things up a bit. Kill of a few characters, mix the earths into one single place and bring in better writers and directors. There are good shows and good premises within the DC TV universe, but its not coming out and sadly it is getting worse... ","4"
"Supergirl",2017-10-23," I started watching this show last year and I found it not catching at all. But this year, after seeing some scenes from the second season, I started re watching it and found it captivating. Yes, the first season is not something special but the second season is completely different. Plus Kara's romance was completely amazing and Mon El is definitely a funny and interesting character of the show.I loved how he is getting used to being a human and their habits. I have completely enjoyed it and I can hardly wait to see season 3. Definitely worth to watch! ","9"
"Supergirl",2017-10-18," I have two issues with Supergirl.1/ Too much self doubt (it's a theme in The Flash and Arrow as well). So glad the characters in Legends are mentally stable. I have enough issues of my own without listening to the characters complain for 42 minutes.2/ Also this year the terrible music at the first and end. I'm finding a lot of shows like that now a days and it's a turn off. ","5"
"Supergirl",2017-10-17," Supergirl is my favorite show so far. I've watched it so many times. I started to watch it sometime in August. Season 3 started off with a good start. There where some sad moments like; in season 2 Kara had to make a difficult decision that caused Mon-El to leave earth. I really did love the crossover episodes. I can't wait until season 3's crossover begins. Maybe session 3 will tell us what happened to Lillian Luthor. Lillian Luthor helped save the world and then she disappeared. I hope Clark Kent will be in season 3. ","10"
"Supergirl",2017-10-17," This will mostly be a condemnation of the writing, but first lets talk about the actors. The actors are doing the best they can with the drivel given them by the writers. Still, the best description for the actors that I could summon if the writing was good, would be  adequate . No Oscar winners here. Now, on to the writing. The show has degenerated into a lesbian soap opera, complete with sexual scenes completely inappropriate for the time slot. On top of that, we are beat over the head with an unending stream of Liberal hogwash, and poorly written Liberal Hogwash at that. Even the show supporters are forced to utter excuses like:  give the show a chance, it'll find it's way . Sadly, the show WON'T find it's way. CBS (and now CW) are determined to shove this Liberal propaganda down our throats and AREN'T going to change it, no matter what. The shows offensiveness is actually BY DESIGN, but created by people completely unable to recognize or acknowledge the mess they've created. If you've seen the  male-lead  superhero shows, you see that their writers build up their characters, both male and female. In Supergirl, only women are built up, men are depicted as evil, lowlife rats. the Supergirl writers only see the show as a place where you have to tear others down (the men) in order to built women up. What sad lives those people must lead (I mean those who live around the writers). ","1"
"Supergirl",2017-10-14," This could have been a great series. ** spoilers **But of course, Hollywood, being run by liberal dupes seeking to brainwash the world into their morality - or rather the lack thereof - and their political agenda of promoting LBGTQ, AGW, NWO, and all the rest of the now ubiquitous tripe being poured into your head by virtually every lamestream media dump out there, just is so freaking obvious it's sickening. The original red-haired, naive and freckle-faced Jimmy Olsen is now an underwear model style black guy with strong self-confidence. Sexism is rampant.Supergirl's human sister is moving towards lesbianism. The glaringly obvious propaganda and brainwashing tactics present are so pathetically obvious that a smart child could see through it. All the mega-corporation heads are women, oh except one guy but then he's a macho, self-centered jerk. The new hyper-feminist trash sexism that's flooding the poor world every day now is present in abundance. This is liberalism propaganda more than simple TV entertainment.The liberal post-humanist agenda is everywhere in this piece of politically correct marketing. Liberalism is a mental illness, but Hollywood producers are apparently too ill to notice how toxic they really are.I gave it a 4/10, for decent FX, some good action, some original story lines that aren't too far from the original comic series and some cool sci-fi technology.But let's face it. When Superman and the rest were invented many decades ago, 99% of the world rejected the LBGT lifestyle as perverse, and of course, they were right. Save yourself and your kids from the indoctrination. Watch something else with normalcy, decent morals and no shoving the twisted liberal mindset in your face - if you can still find any such thing on TV. ","4"
"Supergirl",2017-10-14," Season 1 was quite good and held well to the superhero genre. Season 2 started well but drifted deeply into interpersonal drama. Season 3 started the way season 2 ended, with less emphasis on the superhero and deeply into character emotions/relationships and social issues. These are important discussions, to be sure, but I watch superhero shows to see action and fun, not for deep emotion or for a critical societal exposé.Frankly I don't care who's straight, gay, engaged, in love, depressed, happy or psychotic unless it directly relates to the villain:heroine story line. Supergirl has, seemingly, fallen to influences (pressures?) far from the original comic book universe. It has become a soap opera. ","4"
"Supergirl",2017-10-14," CW has RUINED this show. We loved watching this show in the first season, when Kara was the focal-point and the show was about a delightful every-woman becoming a super hero, and all that entails. You had a strong female role model in Kat Grant, like-able support characters, and a great story-line. Now its a depressing melodrama about relationships and overt political agendas.Come on, can't we have ONE show that a six-year-old girl can watch and enjoy without having someone's agenda shoved in her face? We used to love watching Supergirl with our daughter, but we quit watching in season 2 due to the drastic change in the nature of the show.Don't take it from me, look at what CinemaBlend has to say.  The Season 3 premiere was watched by 1.86 million viewers and scored a disappointing 0.5 rating in the key 18-49 age demographic in Live+Same day calculations, making it the lowest-rated show in its time slot. In fact, the only Monday night show that performed with lower numbers was The CW's new series Valor, which only won a 0.3 rating and 1.21 million viewers. While it was to be expected that CW numbers would be lower than other, larger networks, TV By The Numbers reports that Supergirl tied its series low rating with the 0.5. Season 3 is not off to a great start. ","1"
"Supergirl",2017-10-10," I can't stomach it anymore, I'm done with this crap. All they do is push their Feminist Liberal BS all the damn time. I think the goal of this show is to push the feminist liberal agenda and to manipulate the public with what they call alternative truths aka Lies. Most of my friends and family have stopped watching this crap, even my mom who is a left wing extremist can't even stomach this crap. ","1"
"Supergirl",2017-10-09," Every since Supergirl's sister came out, the show has been nothing short of an ad for LGBTQ. The relationship between Alex Danvers and Maggie Sawyer is nothing short of mawkish. The plot line between the two has nothing to do with any of the stories. It is all,  Are you really gay?   Are you really into me?   Of course, I am. You're my forever love.  OMG! Why don't they just take out a billboard? This is losing me as a viewer. ","5"
"Supergirl",2017-10-09," If you like Political correctness and feminism this show is for you, For me I don't want this crap shoved down my throat, I prefer watching shows that are not so pc and feministic! Whoever made this show definitely did it to please the leftist regressive democrat supporter types but its terrible all around! ","2"
"Supergirl",2017-10-08," I was really surprised by the negative reviews. Don't get me wrong, I'm not saying this is one of the best shows on TV but... it really is fun to watch and a nice break from all the dark and gritty stuff I'm used to. Sometimes a feel good show is just what you need and this fits the bill really well. I'm late on this one and literally binged watched series 1 in 3 days. I'm about to binge watch series 2 and I'm really looking forward to it. Maybe that's what made me enjoy it so much. Watching it without the interruption of ads, having to wait a week for the next episode or dealing with a mid season break means I could really get in to it. I love Melissa Benoist who plays Supergirl. She's adorably dorky as Kara but switches so well in to hero mode as Supergirl. The perfect choice. I also love her sister Alex (Chyler Leigh) I loved her in Greys Anatomy before this. A fantastic actress. She cries so convincingly that I often have to wipe away a tear! My point is - the actors are great and most of the characters are a joy to watch evolve. I was particularly taken back by Calista Flockhart. She's fabulous as Cat Grant. I've probably rambled on too much but I feel like this little gem deserves more credit. If you feel like you need a lift after watching one of the many brilliant but grim shows out there, this is a sweet and gentle diversion. ","7"
"Supergirl",2017-10-04," I am not one to go out of my way to write a bad review; I'd generally prefer not to spend any more time than necessary on a terrible terrible show. For Supergirl I make an exception for two reasons: I am too disappointed not to, and I simply can't help but feel obligated to echo the sentiments of many other disappointed comic book fans. I'll explain...Although I like the actors for Supergirl, Kat, and Winn, I am less than thrilled with pretty much every other. Mechad Brooks is a badass and absolutely cut out for a killer role in a super hero movie but that is exactly why he should not be Jimmy Olsen... Jimmy is a scrawny nerd and that's the way I like him. The rest of the characters just seem too contrived with the exception of a few cameo characters I could love in anything. Yet, admittedly, I'm not convinced that the issues are because of the characters they cast or because of the incompetence of the writers and directing team.My most severe problems with Supergirl are the story lines and scripts. Riddled with political agenda topics, whiny and jealous main characters, and childish fights, the show has left me cringing so bad for three whole seasons that I'm ashamed to admit I've watched as much as I have. The only reason I've made it this far is because of a deep- rooted loyalty to DC and a misguided hope that the writers would figure out what isn't working. I've given up hope. I will not be continuing on past he third season with anything short of replacement of the writing team and/or director. I truly hope that happens... ","1"
"Supergirl",2017-10-02," I was watching this with my wife and trying to get my teenage daughter watching it with us.It started out a little hokey, but that was kind of expected. Kara was always a bit on the naive side starting out, so I expected as much.There were several episodes that actually had me kind of choked up. They were very well done. I really liked watching the character grow and come in to her own.Unfortunately that didn't continue.I didn't mind Cat Grant being a man-hater, it kind of fit her character. Supergirl being neutral kind of fit hers.Having every bad guy become a woman hater and/or racist/homophobic/etc, turning the show into a social justice warrior platform, not cool. In season 1 the episodes usually started with a liberal slant and would show the other side of the argument, which was kind of nice, but I tire of politics in *everything* I watch. It tried to be objective but you could tell the stance of the writers, but they did try. By the end of season 2 I really felt like the show was attacking me and my family's beliefs. When a show pulls current events into the story they should realize that first off most political disagreements are not black and white and secondly it isn't a good idea to vilify half of your audience just to make a statement.The problems aren't simple, the solutions aren't simple, putting them into a superhero show, oversimplifying them and vilifying people that disagree with you isn't cool.I'm going to give season 3 a shot. My wife isn't unless I convince her otherwise. ","3"
"Supergirl",2017-09-24," Detectove Comics was founded in 1934 (right after the Great Depression) Why is this relevant? Because, children, of course! Imagine a time when true justice was a scarcity and there weren't enough resources to go around, (not to mention a whole generation of new parents being forced to make difficult decisions on a daily basis just to get by)...who do you think suffered most of all,,? ( tin hat theories aside) I'd like to believe that superhero comics were created *first and foremost* to fill a social gap by providing the youth with much needed role models, ultimately, restoring innocence, hope, imagination and a sense of right or wrong etc (or a the very least an escape ) during dark times.Fast forward to 83 later, and baby, things have not changed all that much!!! Only this time around we (adolescent-/adults), have selfishly robbed our children of this precious gift, replacing it with disposable characters, media and toys, we have grossly twisted the ~essence~ of comic book superheroes out of context and why they were created in the first place to suit our own insatiable appetites for entertainment, nostalgia and greed.--you don't have to look far into the comments and reviews to see it.Having said that, I LOVE this show for the exact same reasons that people hate it It has kid-friendly dialogue and story lines which are easy to follow, portraying 'realistic' challenges faced by the female protagonist.. packed with a healthy dose of good old- fashioned girl power (feminism?!, my left t*t!) I would have absolutely gobbled this up as a young girl struggling to fit in. Haters need to get over themselves cut the show some slack already and let a 12-year-old girl ( or boy for that matter) be the judge of this one rather than picking apart a beautiful thing!? Don't get me wrong, marvel's Jessica Jones may be bad a** but It is certainly not something I would watch with my daughter, however this one I can!! &Even then, with all the drama and violence and intensity that is already over saturating the fantasy market, it's kinda nice to take a break from the all the doom and gloom by watching something light and refreshing with just enough mystique, action and heart to keep me wanting more. Perhaps not be the best show to marathon, but I'm happy it's a thing. I enjoyed the Supergirl movie as a kid and I feel like the show did a pretty good job of capturing the essence of it. Full of familiar faces and crossovers to boot what more could one ask for? IMHO this series was well thought out and put together in a way that is very family-oriented.. although it's still 'finding its feet' and can be corny at times and I'm totally OK with that <ed><U+00A0><U+00BD><ed><U+00B8><U+008C> ","8"
"Supergirl",2017-09-10," I tried to give the show a chance when it had it's series premiere in 2015, but it was terrible and so cheesy and cringey that all of the characters I grew to love as a kid growing up got ruin by appearing as different characters on the show.I didn't watch glee while it was on and haven't heard Melissa Benoist sing at all, but she does a terrible job at playing as Supergirl and ruins the image of who Supergirl really is.And the show uses characters who appear as background characters in the comics be main characters on the show that are very boring and seem like very lifeless characters.I love how DC acts like all of their programs,movies, and other DC brands are very dark and gritty and Marvel is dumb,funny, and light, but Supergirl and other shows in the Arrowverse prove to be very silly and light, and the Marvel-Netflix show are what DC thinks their shows are.And it seems like the show is trying to turn Supergirl into Wonder Woman, just like how Arrow is trying to turn Green Arrow into Batman,The Flash into Superman, and the Legends of Tomorrow into the Justice League.After watching episodes from each Arrowverse show (Arrow,The Flash,Supergirl, and Legends of Tomorrow), it seems like The CW does a terrible job with DC superhero shows.Fox on the other hand seems to do a way better job with superhero shows just look how great of a job the channel does with the show Gotham. ","1"
"Supergirl",2017-09-02," I like this show but it is very flawed. It fails to make any tension or suspense which makes me feel uninterested. The romance in the show is also fairly bad, they spent an entire season building up to a James and Kara romance only to do nothing with it and I just don't really care about Maggie and Alex, it's just too rushed. The biggest problem however is that it uses the same plots over and over again. The show has a talented cast and despite what I said earlier I do like the characters but they have to stop making redundant plots. ","6"
"Supergirl",2017-08-28," I like female heroes, and I've been in waiting for many years since Wonder Woman, The Bionic Woman, and Charlies Angels went off the air, for one to appear.Well, this ain't it. I'm still waiting.Aside from the overly abused, gratuitous use, and sickening parroting of the word  family  in about every episode of the first season, I found it barely watchable. But, I decided to give it some time, seeing as some shows are slow to take root and grow.This one apparently got sick and died, and no one told them.Monotonous story lines, unimaginative dialogue, and a smart alec attitude from Super Girl does not make a good TV show. I mean, really.....she's on the edge of going into  mean girl  territory. She's already got the  I'm better than you  attitude going full blast. A smart alec attitude I might add, that makes her more easily hated than liked. She has been confronted many times about being biased and self-righteous, and throws a tantrum because she thinks she just so perfect, that she is above everything and everybody.And her egotistical attitude doesn't show any signs of subsiding. She doesn't show any signs of growing or even expanding her mind to even try to understand other peoples feelings and emotions. It's just  me, me, me .This show is more about a spoiled brat than it is a show about a benevolent, understanding hero.If you are bored with nothing better to do. Watch this. Otherwise, you are wasting your time. This is by no means any kind of superhero I'd be standing behind, much less allowing any children to watch. ","3"
"Supergirl",2017-08-28," Supergirl is the TV show that might not grab your attention immediately from its first episodes, but it certainly grows on you. There are some chiché moments along the way, and yes, it sometimes reminds you repeatedly that the female lead characters struggle to work in a world that's ruled by men, however, when you think about it, everything they say is true. Most characters are female, but why is this really a bad thing? Aren't most TV shows' characters male? What's the problem in having a show with slightly more female characters than male characters? Sadly, people's discomfort with this comes from a problem within our society, not the TV show itself.By the time you finish watching the second season, you should be left with a feeling of nostalgia (this coming from someone who never read the comic books as a kid, which means that the show was successful in attributing a homey, nice vibe to itself). The reason I won't give this a higher rating? The special effects for supergirl's flight could be better. Otherwise I'd give it an 8.Can't wait for season 3. ","7"
"Supergirl",2017-08-27," I gave this show 2 out of 10 because I did enjoy the 1st season. It was fun watching supergirl figure out how to use her powers as she became the super hero. Unfortunately, the 2nd season completely destroyed the show.The 2nd season ditches the premise of being a show about a super hero who is out there fighting bad guys and turns completely into a liberal propaganda show. I read a couple other similar reviews and hoped that it was just a few comments here or there in the show that didn't distract too much from the regular show. But no, they devote whole episodes to obviously pushing liberal agendas. It was such a huge disappointment that I quit watching and actually created this IMDb account just to post this review about it. Supergirl needs to be neutral and stay out of politics! The 2nd season should change the title to Super social justice warrior. It's just awful. ","2"
"Supergirl",2017-08-21," Lets just get this out of the way...the Kara in CW's  Supergirl  is nothing like the comic version. With that being said, I was still okay with Season 1. It definitely had its cheesy moments, and it took me a while to get over how stark of a difference this  sunny  version of Kara was from the dark, more tortured soul Kara in the actual comics. But overall, it was entertaining enough. And then Season 2 happened...Season 2 was turned into a bad romance soap opera saga with little character development for Kara and the incessant shoving of the non- heroic Mon-El in our faces. Those familiar with the comics already know that the Mon-El depicted in the show is nothing like the Mon-El we know from the comics. Not only that, but he and Kara never had a romance. I get that these shows aren't going to follow the comics every time. But why were we given a sexist, disrespectful frat boy version of Mon-El in a show that likes to tout itself as being  feminist?  Because there was absolutely nothing feminist with how Mon-El treated Kara throughout Season 2. Frankly it was insulting to watch their poor excuse of a  romance  play out when he did nothing buy disrespect her, disregard her advice, spew out sexist after sexist comment, and argued with her incessantly. It was flat out gross to watch. Kara didn't grow as a character in Season 2. Instead she got dragged down by Mon-El and was reduced to being the love interest even though she's supposed to be the main character of her show just so that a spoiled man-child could be propped up as  heroic.  Which, by the way, Mon-El never once proved he was a hero. Instead we were just told over and over that he was and that he had changed without any physical storytelling proof. There were so many plot holes that were never resolved. One good thing Season 2 had going for it was the CADMUS story line. But that never played out. Katie McGrath's Lena Luthor was really the only character that kept my watching. And unfortunately, I don't think she will be enough to keep me watching Season 3 since the powers that be think that Mon-El is an awesome character and will continue to be a part of Supergirl. No thanks. Here's a clue, heads of CW, Supergirl show runners and writers, just because two actors are dating each other, it doesn't mean a bad story line that has gotten plenty of media and fan backlash is  the right story to tell.  But have fun continuing to lose viewers with that way of thinking. Because I, for one, won't be tuning in to see more of the Mon-El show! ","1"
