"Show","Date","Review","Rating"
"Lucifer",2017-05-31," Never in my life have i written a review but this just deserves my full support. I liked the first series and could see so much potential for its future and yes they came up with a far better second series, gratz to the producers, actors and all involved, Please please carry on the good work.Also just have to add Tricia Helfer is HOT. Shame she won't be back or will she ????? ","10"
"Lucifer",2017-05-30," ** May contain a Spoiler or two **It may well be another cop show but Lucifer is so much more. You will laugh out loud, cry sometimes and feel  sympathy for the Devil . As a non practicing Catholic, I see this show brings both the good and bad out in all of the characters. You will fall for Detective Decker's (Lauren German) just as you will be rooting for Lucifer (Tom Ellis) to as well. This is mostly an adult show but their are some fun moments with little Trixie (who is not a hooker - see the pilot) and even funnier moments with the Doctor (Rachael Harris). I love this show....watch it....give it a chance....make a deal with the devil!!  Id rather laugh with the sinners than cry with the saints, The sinners are much more fun  ","10"
"Lucifer",2017-05-19," I love Lucifer Series, it is absolutely brilliant! it got my attention from the firs episode. I love the way realty and mythology mix in a ironic and humorous way. As a fantasy fan i can say... this is the best I've ever watched! And the cast ... well it is perfectly picked! With every episode it gets more, and more interesting. ","10"
"Lucifer",2017-05-06," hmm.. short review of my life: im dentist, my father died when I was 10, I have met best woman on the world and i enjoy in my life every single day. I was angry when God took my father from me so i stopped to believe in him, did i get the answer to my prayers? No. After some time i start to believe again that there is something, still believing deep inside me that is God, and i met great woman, and she is really gift from God. Everyday i go to dental clinic, because that is place where i work. Everyday i cause little pain to my patients, is that what i want? no. i don't enjoy in their pain but job need to be done. everyday i hearing  i hate dentist . Do you see patern?Its hypocritically to judge Devil to have different opinion from God when we (humans) have free will. So at the end i have question for you all, is Devil bad guy or had that kind of work? :P ","10"
"Lucifer",2017-04-27," I read recently of the armies of trolls attempting to discredit movies/series, some which haven't been released yet?? Looking at the negative reviews I cant help thinking Lucifer is clearly being targeted. I remember looking at some of the posts on the Lucifer Facebook wall and am completely blown out at the 160K likes to some posts in under 24 hours. We're avid watchers. For the most part its almost juvenile, utterly silly and certainly no classic but gosh do we laugh and enjoy the antics. At some level it reminds me of the Beverly Hillbillies and look at how that fill in grew. The negative reviews appear to be more about politics than entertainment. The  ask your mother  comment in Ep 1 had us bellyaching for months, the  Oops  response to killing Lucifers mum was yet another month of mimicking and laughter. I'm delighted to see those attempting to prevent us from enjoying this utterly silly but brilliant piece of entertainment fail. ","8"
"Lucifer",2017-04-16," Very funny series, regularly laughing because of the remarks of Mr Morningstar, and don't forget the very beautiful Maze.... Of course it's sometimes unreal, of course it's sometimes nearly a children TV show, of course it's not perfect. But it works, we love it ! Now watching the 3d season. I'm desperately waiting for the next episode ! ","8"
"Lucifer",2017-04-14," This is so much intense and made me live up the moment i use to watch this as a time passing moment but i am so much captivated by its scenes and soundtrack i am now growing up on it...and really i am suggesting people to watch Lucifer and waiting for the upcoming seasons....its emotional, dramatic and action.... i would really wish to see more coming out of it...they have done a fabulous job good work guys..and lots of love... ","10"
"Lucifer",2017-04-09," Turn the Devil into the most generic, cringe-inducing man-child, pair him up with a sidekick lady as intriguing as a toothpaste tube, add some juvenile humor, LA landscapes, fancy clubs and overused songs - and you get Lucifer, a product so lame and uninspiring one has to wonder why did they agree to shoot it in the first place. Oh, and I didn't even talk about the biblical aspect in that short summary, did I? That's because if you expect the philosophical stuff about humans and angels, fathers and sons, sin, punishment and redemption, you have the wrong address. And if you're here for absurd dark humor, fresh and weird story lines, and unconventional take on one of the most enthralling characters the mankind has come up with, don't waste your time.  Boring  is not the first word that comes to mind when thinking about the Devil, but it describes Fox' Lucifer pretty neatly. ","1"
"Lucifer",2017-04-02," This show is amazing! It is my favorite show of all time and can't believe that season one has only four stars and season two has only three. At least that's what Hulu says for star ratings. I hope they make a season three and many more after that. If I could rate it, I would definitely rate it a full five stars. ","10"
"Lucifer",2017-03-24," After watching all of the first season of this show, I have to say that I still am not quite sure if I really like it or not. I will note that I have never read the graphic novel upon which this series is loosely based, so my opinion of the show is based on how it is as a stand alone idea. On one hand, there are certain things about this series that I enjoy. Most of the actors bring decent performances to their roles, and Tom Ellis as Lucifer is pretty entertaining to watch. Lucifer is funny and his existential crisis is an amusing subplot. He's also kind of an asshole with chronic foot-in-mouth, but that's part of his character. Chloe is also likable and I'd have to say she's probably the main reason I finished watching the entire season, because I enjoy her character and the family drama she has going on. The uneasy relationship Chloe has with Lucifer is another point that makes the show interesting at times. Contrary to some reviewers, I actually enjoy that Lucifer is kind of a decent guy struggling with the conflict between his perceived nature and the person that he actually wants to be. The show is not without its faults, though. In fact, it has plenty. The writing is mediocre and from other reviews I've read it apparently deviates heavily from the source material. The other main issue is that it's yet another run of the mill police procedural with a supernatural spin (many echoes here of shows like Brimstone, Forever Knight, Moonlight, Reaper, etc). There isn't much originality here at all and it really drags the show down. If the producers had tried to stick even a little more to the graphic novel then maybe this show could have been something special, but what we got instead is a fairly dumbed-down rehash of a story that's been told by Hollywood many times before. Many of the episode plot lines are shallow and predictable, and like so many other shows these days it tries too hard to be trendy and hip, which detracts from the overall theme. Lucifer as a series could benefit greatly from a little more darkness and a lot less flashy LA club culture. Speaking of LA, I think it's a terrible setting for the show (though, having not read the graphic novel, I don't know if this is where it's meant to be set?). They could have had this show set in a number of different cities and it would have been a better choice, in my opinion. Despite the complaints I have with this show, I still watched a whole season and I think I may stick around for Season 2, but if there are no improvements to the writing or the other less favorable elements I mentioned above, I don't believe I will continue watching in the long run. This show could have been great in the right hands, but currently it's awfully mediocre and in need of a serious overhaul. I do see some promise in the premise, however, so I'm not ready to write it off just yet. ","5"
"Lucifer",2017-03-19," Lucifer is some kind of politically correct new man, a so-called metrosexual. That premise can never work. He has to be bad-ass, offensive, nasty and un-PC. No actor can make devil-as-campy-metrosexual work because it doesn't make sense and is not in any way interesting or fun. He is watchable, at least at first, until his character becomes irritating, but it's not his fault. The same actor would be great in a bad-ass role. Instead the show demands him to be camp and rather pathetic. OK, so Lucifer is a total wet blanket. What are we left with? The female cop. What does he see in her? She's as interesting as a cardboard box. And has zero sex appeal. Also, she sees things that are impossible, comments that they are impossible, but then does not seem curious. Oh, this guy is obviously supernatural, but I'll just sweep that to one side. That is, of course, insanely unintelligent. Then you have the female psychologist - yawn. And the pointless naggy brother angel character, an affirmative-action hire presumably. And the sassy female angel Hell girl, who is also pretty pointless, she's there to protect the Devil? So even his mortality creates no suspense. Oh dear. I watched the first 6 episodes, and then watched the last episode of season two - mostly skipping the many slow bits. The show is dull dull dull and dumb as HELL. Avoid! The show is insipid play-it-safe nonsense, a kind of safe-area for idiots. No guts. No evil. ","3"
"Lucifer",2017-02-20," I found this show by accident, and I love it!! The show is full of quick wit and comedy moments, but underneath its full of drama and the love the main characters have for each other is refreshing. Its also a change to see the main character portrayed in a softer light rather than the evil side. ","10"
"Lucifer",2017-02-18," I'm in love with this show. It started very good, season one was at the end excellent. Now, in the middle of season 2, I feel obligated to write this Review, because, this is one of the best shows out there at this moment (end of winter 2017). Actors are great (everyone), screenplay too, but atmosphere and comedy in this show are truly unique. So, people, watch this show, it's renewed for season 3, and I hope it will be in menu season to come. It's intelligent and very entertaining to watch, so do it. ","10"
"Lucifer",2017-02-16," Got to be the best thing on TV at the moment. Funny and gripping. Tom Ellis plays Lucifer brilliantly and Lauren German is excellent as his Detective Partner/Love Interest. The whole show is a breath of fresh air and unlike anything else currently being aired.Please make a season 3 ","10"
"Lucifer",2017-02-15," I like it. He is charming to look at. I like the little plot twist. The therapist is hilarious. I also like supernatural and was looking for another show that is slightly similar and BOOM this show popped up (along with my friend telling me how its really nice to watch). I was hoping to binge watch the series but since its still going strong Id keep up with the weekly releases. Suggestion: Please let the mother of lucifer go. She annoys me. ","9"
"Lucifer",2017-02-12," Terrifically watchable. How on earth did they do it!?Lucifer should -absolutely- not be on my list of musts. Yet, I haven't missed a single episode. And then can't wait for the next one. What!? This one has really grabbed hold of and kept my interest. And I'm easily bored and hyper-critical, very very few shows manage to meet my standards. This plots been done so many times before, in both television and movies, that it should be growing moss(even the twists are worn out). Though,I have to say the show has a partly episodic nature(of course), it does have a good, strong story-line that consistently continues throughout.Characters are so clichéd, it's criminal. And I'm hooked on every single one's ongoing story line.The way they've tried to show us Lucifer's inner thoughts,feelings, inner struggles, is an equally trite and familiar character. A lazy writer's narrative plot tool. But I love it, can't wait see how that subplot continues. The main actor's British accent sounds unbelievable fake. It's utterly charming. (This one was a mystery at first. I knew that Tom Ellis was from Britain - what was going on? After listening to a few interviews and hearing his real voice - he's just really hamming it up more than a few notches for the show. ( Some might think it's because he actually has a Welsh accent.But he was just born in Wales, he didn't grow up there) The set designs are beyond cheesy. And yet, their quality is obviously very high - it's easy to see that money and attention was spent here.I could go on and on...---I gave this an 8, but honestly I'm not sure what to rate it. This show has me completely baffled. Why do I like it so much? ","8"
"Lucifer",2017-02-12," I don't usually write reviews but I came here to write one for the people that want to watch Lucifer but are not sure if it's worth it. First thing's first, if you're a religious fanatic and can't set religious beliefs aside to just watch a show it's just better not to. The show is somewhat trying to make you sympathize with the devil so if you can't watch the show as just a show, don't even watch it. Okay, now to the actual review. I'm going to try to make this pretty short (hopefully) and say that Tom Ellis does a really great job at portraying the devil in a way that you wouldn't normally think the devil would actually act like considering you heard all your life he's all the bad in the world. Now a little bit about the plot before I go into more detail about the characters in the show. The plot, I'm going to say that it it's the basic cop movies. There is a case in every episode and they solve it until the end of the episode. Now before you stop reading this review and don't watch the show because of it let me tell you a little bit about the characters in this show. The characters in this show are really unique and setting aside the actual cop cases (cause they are just the means by which the characters evolve) the story is really interesting. The character development keeps you going cause they are in a really unique setting and it keeps you wanting to see what ends up happening. There are many turns and unexpected developments too to keep you interested and believe me, it's working. \Having finished the second season (well... 13 episodes are released at the time I'm writing this) I'm left wanting more and really curious as to what happens next. I've finished it 3 days ago and I'm still thinking about what's going to happen. (not many shows or movies make we think about what happens next or of what just happened for days after I finished it) Lucifer, from my point of view, is a show really worth the time. It's nicely written, nicely recorded/edited, really good music and add on top of all of that some really unique and heavy scenes that make you really invested in the characters and empathize with them. Give it a try, I'm confident you'll like it. ","10"
"Lucifer",2017-02-08," To be honest I never did any sort of rating or stuff before, but I really like Lucifer. Actually I never read the comics so I had no clue what it's about when I started to watch and maybe I got everything wrong...but I like to imagine that even the devil struggles with human life and all the things that come with it and although the already kind of fell out of heaven, he is also falling a lot of times on earth but still doesn't give up to figure it out and stands up and tries again. It totally weird to imagine the devil running around on earth solving crimes but I like it and I really like to know how everything works out :-) ","10"
"Lucifer",2017-02-05," I mean hey , when you have to deal with the unnamed one, and to start like it, you better write a review , just to have God on your side when the time comes... OK , enough with blabber ... This show as per summary , is balancing really well the original main subject of Lucifer having a break , and the supposed usual subject of crims ( Aussie slang ) hunted by the usual coopers and detectives. But... is really like that simple... the usual and the original are really a good intertwine, the writing is really good, almost to the  Boston Legal  quality, the acting very close to the   Two and a half...  and all is helped with a real touch of mastery by the directions. Ah, and how can i forget the top of the tops of musical selection ! I gave it a 9 just because Fox wants it canceled . Do not do that Fox mates, just remember the faith of the   Firefox   ; people loves it after the cancellation . Hence the movie feature. So keep it running ! ","9"
"Lucifer",2017-02-05," I have been a fan of the supernatural since I was a young boy. This show is utterly ridiculous. A  trying to be funny  Lucifer??? Lucifer is supposed to be the king of hell, dark, demonic, pure evil. I've never seen a Lucifer that smiled so much and in a good mood all the freakin' time. Joking around all the time, blah blah blah.Bring back the real evil. The blood thirsty, nasty, black, destructive demons that we all love in the supernatural realm. This show is an insult to the supernatural genre. Hollywood needs a reboot, desperately. All these shows that keep getting pumped out without even caring how good they are. Seriously, have you ever seen sooooo many horrible shows that come out now?? Time to slow it down and come out with a few decent shows. Where have all the good times gone? ","3"
"Lucifer",2017-01-02," Sure.. Basically is a kind of B.. maybe C TV series.. Very Common crime plots stolen from 80's shows, a wild drunken vision of heavenly hierarchies adapted to arrange a story who went very far from the original path and has many weird parts, forced to give air to frequently empty moments. Often a bad air. The heart of everything in my opinion it is the main character. O well.. I like characters like Maze or the Doc, but they stay in the background, are their role.. the real heart, the reason why this series stays up is Tom. His manners, those little spicy jokes and his English accent, all this make the main character of this series something unique, fascinating as only the devil can be. Not horrible or dangerous, but a little naughty Hellboy, relaxed in a world of noisy, imperfects, strange, faulty and.. intriguing humans. Seems he just wont to play a role game on this poor earth but maybe.. secretly he wish to be a human.. to wash his bones into humanity, to search a place in which found what he missed in hell, just a little of heat, that heat that just only the humans can feel.Dunno why but i just can't wait to see the rest.. maybe is a demonic spell. ","10"
"Lucifer",2016-12-25," I started watching this out of pure boredom with relatively low expectations. Seemed like it was going to be another lame, cheesy take on a supernatural story. I was wrong. Okay...it may be a little bit cheesy but it's extremely entertaining and the writers do a great job of playing its strengths such as clever one liners and well played humor.By end of the first episode Tom Ellis will have you completely charmed. Devilish indeed. There aren't many things you won't let the man get away with because he just does it all so well. No other actor could take this material and run with it so brilliantly. Then just when you think he can't get any better Tom jumps on the piano with beautiful performances, some with and without vocals, of very classy choices such as  Sinner Man ,  Unforgiven ,  Knockin on Heaven's Door , and  All Along the Watchtower . The man has the voice of an angel, pun intended.Alongside Tom Ellis is Lauren German. I wasn't particularly familiar with her prior to Lucifer and that was my loss. She plays the more serious half of the duo. Despite being the  bad cop  of the two, German is extremely clever, sexy, and quite funny. Her smile absolutely lights up the screen.The casting is strong in this one. Mazikeen, portrayed by Lesley Ann Brandt, is a fun and devious demon. Kevin Alejandro does a great job as well playing one of the less gratified roles (in my opinion). D.B. Woodside as Amenadiel and Rachel Harris as Linda are also quite remarkable. Ten stars on this aspect.In this decade ruled by giants such as Game of Thrones, The Walking Dead, and the spectacular new Westworld, it's hard to believe this PG-13 rated show can hold its own. Admittedly, I would've liked to see Lucifer without the restraints of the rating holding back all the real life profanity and adult content that we've been accustomed to in recent years. I'm pleased to say that does little to dim the talent and enjoyment of this show. The story holds your attention, the production value is superb, and the performances are top notch. I hope to see many more seasons to come. ","9"
"Lucifer",2016-12-22," I won't go into the story because it's basically self explanatory except for Lucifer's relationship with a female cop! The problem with Lucifer is he looses his abilities, which there doesn't seem to have many, when he is in the presence of Chloe, the Botox ridden co star of the show! I am in disbelief how any producer could cast Lauren German when she can't move her face at all! If you mute the TV you would have no idea what's going on! I couldn't figure out why I hated her acting so much until I realized she is both a terrible actor and has lost the ability to show emotion! I really enjoy the main character of Lucifer and his cohorts and find they are the only thing keeping this show going! The story line is full of holes and stupid scenarios so you have to retire your brain while watching 'Lucifer' but the occasional humorous quip from Lucifer keeps me watching. I really wish the writers would add some realistic characters like a psychiatrist who doesn't fall apart when confronted with Lucifer true self! Personally, I would be fascinated with Lucifer and would have many questions but the psychiatrist nearly has a breakdown and doesn't have any questions! A little realism would help shows like this! I am a little surprised Lucifer has been allowed more seasons considering how lame it is but i suppose with the numerous terrible shows around makes Lucifer more attractive to viewers! I would give the show a few more stars if Lauren German wasn't in it and not so annoying and replaced with someone who could actually act, but that isn't happening! ","5"
"Lucifer",2016-12-19," This show has a fun premise and I started watching it to see how the character Lucifer would be interpreted for the TV-watching public. In my opinion, he should be sinfully delicious. So my number-one gripe is I just don't like the main character or the actor playing him, for the following reasons: 1. Too whiny. At least once per episode he whines,  Detective!  I'm no satanist, but I don't picture the Lord of Darkness as a whiny eight- year-old. This reminds me of my students (when I was teaching grade two) saying,  But, miss!  when I wouldn't let them eat candies at morning snack. 2. Too ambivalent. They have had a lot of opportunities for the Prince of Darkness to really get all red-eye- glow burned-face furious, and really make the most of those neat special effects from the first episode, but when this devil becomes enraged he just seems kind of peeved. 3. Not really that attractive. I get that they were going for a Pierce Brosnan James Bond-type, but Tom Ellis does not ooze sexuality, no matter how many overpriced dapper suits and silk shirts with the top two buttons open they dress him in. Again, he looks a woman in the eye with an air of ambivalence. And he's got a bit of a small chin. 4. Rather powerless. Really? Beelzebub, the Evil One, the King of Babylon has the power to make some people admit what they really want, by asking them what they really want? Oh, and he can make a coin with satanic symbols on it float in mid air and spin a little bit. I think it would at least be cooler if he just had to look at you and you admitted your deepest darkest secrets, but then it would be too easy to solve murder cases, wouldn't it? And it irritates him so much that this detective is impervious to his power (also difficult to believe, since he is the Lord of the Underworld and all that) that he starts following her around like a puppy... or maybe an eight year old...Other problems that get in the way of this being the really great show it has the potential to be: 1. Detective Chloe Decker has zero personality. At least give Satan someone interesting to follow around and whine at. 2. Detective Dan Espinoza (Detective Douche) has zero personality. 3. There is no way that child is the product of Detective Chloe and Detective Douche. So who's the real father? Oops, was that a spoiler? Or did the casting directors flunk out of high school biology and miss the part about genetics? I know this isn't a show about science, it's a show about a very weakly portrayed superstition, but this little casting screw-up makes the viewing public who DID go to high school feel like it's aimed at a somewhat stupider demographic.It's kind of entertaining, but I don't think I'll be upgrading my cable package to get access to future seasons. ","6"
"Lucifer",2016-12-09," I had low expectations for this series, and TV in general. Now I am hooked. I had to order the full first season on DVD to see how the characters had evolved. Tom Ellis is absolutely perfect for the role. PERFECT. It is impossible to ignore his good looks, but adding in his humor and unexpected display of various emotions, makes this show a winner. I hope the writers are able to continue this delightful mix of good and evil. The dialogue is quick and so very clever. The series is not for the strictly religious - it IS just a TV series after all - but it has served the purpose of creating meaningful discussions between those who believe and those who may be unsure. If you care to look at just one episode before you  pass judgment  - watch A Priest Walks Into A Bar from the first season. It's worth the time. Enjoy! ","10"
"Lucifer",2016-12-07," Tom Ellis acting is the best, Lauren German acting is so great and the chemistry between them is perfect. Lesley-Ann (Mazikeen) is also a good actress for this role !!! Probably one of the best series ever.Congratulions to the director and the other actors. The story is very good and the main actors make the scenario explode. For the religious people out there, don't be afraid to watch this show, me too when i first saw  Lucifer  i thought this gonna be bad and blasphemous, but it's cool and OK to watch, nothing to be afraid or bad about God. So it's a must watch show, for the people of all ages and specially for people with a good taste of living and gentleman's manners. ","10"
"Lucifer",2016-12-05," After watching a couple of episodes, I couldn't take it anymore. One dimensional characters, noticeably thin plot, very forced situations, and mediocre acting. Not to mention the repeated scenes. How many times is he going to ask her about why she is so different than the other humans and why isn't she fascinated with him?Many of the scenes and character's reactions to what happens to them are pretty unnatural. For example, when Lucifer is confronting the preacher on the street, he says that the preacher is a charlatan, that he doesn't believe in what he is preaching. Now, a natural reaction from the preacher would be to defend himself and deny this, since it's what brings him money. But in the series, he asks in front of many people:  Yeah, so what are you gonna do about it? . It was almost painful to watch.There are many other examples, but English isn't my native language, and I'm done wasting my time on this. ","2"
