"Show","Date","Review","Rating"
"The Flash",2017-05-03," lost interest in this show after Barry revealed his identity to Iris. After that moment the show become ridiculous. The writers have lost the plot Too many speedsters, The Earth 2 narrative, lack of imagination, and the fact those associated around Allen have developed super powers are a few reasons why we do not waste any time watching this poorly written TV Show. What started out reasonable, different and actually not too bad, until!! what i can only assume, writers of another horrible TV Show,  The Arrow  have obviously been recruited to write episodes for The Flash and the outcome is laughable far fetched and ultimately awful. ","1"
"The Flash",2017-05-01," Without a doubt, The Flash is an accomplished series with great writing, direction and acting. It does seem like it was made by fans, for fans and regardless whether you like superhero stories or not, or maybe you're a sci-fi fan or not, the core of the series is the great story-telling and the characters; you will enjoy it. Anchoring the ensemble cast is Grant Gustin who has quite the acting range; the man has talent and he wears the role of Barry Allen with great panache. Other main cast members are equally strong, with Tom Canavagh (Harrison Wells) filling in multiple roles throughout 3 seasons, Jesse L Martin (Det. Joe West) as the father figure, Carlos Veldes (Cisco) and Danielle Panabaker (Caitlyn) as the adorable nerds of Team Flash. But the driving force of the series are the writers, who somehow crammed decades worth of Flash comic material into 3 seasons so far with near masterful execution, focusing the theme of what it means to be a hero; the tragedy of it, the choices made and their unintended consequences - all while traveling through time and dimensions.Commenting on other reviewers that gave this show a low score; true, this isn't Breaking Bad, nor is it Game of Thrones. Quite possibly these reviewers are looking for something along the lines of Nolan's Dark Knight which will not work for The Flash. As it stands, The Flash is a great superhero series in it's own right. It is fluffy but it has substance. Thoroughly recommended. And yeah, Supergirl is garbage. ","9"
"The Flash",2017-04-27," Overall I like the series. The biggest element I see is all the characters are complete emotional weaklings. Interaction between Iris and Barry is like 12 yr. Old's in grade school. The physics behind THE FLASH are completely impossible and they make NO effort to make any of it work. I understand this complete fantasy but it would be better with more realistic charters and SOME plausible physics involved. ","8"
"The Flash",2017-04-21," It just doesn't have that special thing that makes something special. Plus it's like everybody is a speedster now. The show could be called The Flashes. When you're saturated with super heros nobody is a super hero. It sorta makes Barry just another character in difficult to watch show. It's not story driven, it's not character driven it's just driven by those of us who read the comic books and enjoy watching our beloved heros come to life which, more often than not, disappoints. ","6"
"The Flash",2017-04-19," i usually get quite bored of super hero TV shows but this is authentic and amazing. the first season is nail biting and the second season is just as good. the characters are good and the acting is excellent. it has witty comedy and the action sequences are impressive unlike some other superhero shows it does not get repetitive and banal it stays and maintains it's content throughout. Watch it ... just watch it ","9"
"The Flash",2017-04-18," I was a big fan of Arrow season 1, and to a slightly lesser extent Arrow season 2. I like super hero movies and series, and can suspend disbelief as long as things make sense in the world it is set in. In The Flash it just doesn't.He can take out 10 bad guys without any of them even realizing he is there. When there are two villains with (bad) gimmick guns, suddenly he has to use a gimmick to defeat them. Why can't he just do to them what he did to the others?The show has a lot of potential, but I just can't suffer through it to see if it will go somewhere. ","1"
"The Flash",2017-04-13," I don't normally write reviews, but after watching most of Flash I just felt compelled to write something. Look, all of these shows are fairly ridiculous and require a certain amount of suspension of disbelief which I'm typically just fine with. Having said that, I do actually find the  Arrow  an entertaining show to watch. After finishing the current available seasons I decided to check out the Flash's stand alone show, despite not being very impressed with the Flash characters when they would cross over into Arrow's world. I tried, I really tried. I consider myself more forgiving than most people when it comes to suspension of disbelief, and I try to watch these shows through a squinted less critical eye. The Flash show though... man, the writing on this show really does need some work. It's unfortunate, because there are some decent scenarios and hints of potential but it almost always gets buried under a mountain of cheese. The tonal consistency is all over the place. The rules of the flash universe seem to be quite flexible or constantly changing. I should also say I am not very taken with the actor that has been chosen to play the flash. He is probably my least favorite character on the show, which is not really a good sign. I find his character development pretty confused, which could be blamed on the writing, but it also feels like the actor playing the flash is equally to blame. I found the character of Barry Allen to grow more and more unlikable, which I don't think was completely intentional. And directly referencing the review title, there are just so many situations and scenes that make you roll your eyes or just down right cringe. There is just situation after situation where the actions taken by the characters, particularly the title character are just so ridiculous and so unrealistic. I realize the show is intended to have a more playful and lighthearted tone than the Arrow, but it also feels like some kind of kids romper room show sometimes in which a bunch of spoiled kids solve every situation by the most dangerous and totally illogical methods. It's difficult to enjoy the show when there is so little logic being employed by the characters. It's difficult for me to sit through an episode of this show without shaking my head or rolling my eyes at it half a dozen times. It's too bad, Flash use to be one of my favorite characters.I really hope that this is not the actor that is playing flash in any of the DC movies... ","4"
"The Flash",2017-04-08," The Flash is a pretty good show. I've also watched Arrow. And I personally prefer The Flash. The plot is good and connected through. Although the explanation about timeline and singularity is not that convincing. But I understand, as the song suggests,  The show must go on . I can totally accept some plausible explanations. I do really like the character Patty Spivot. ( I wish I spelled your name right .) Too bad the playwright decides she should leave. And I looked through the cast list. Based on her position in the cast list, I don't think she will come back. Really like her.Dr. Harrison Wells(Thawne in season 1) is those kinds of love-able evil character. The part where he does the confession of killing Nora Allen kind of makes him less evil and shows that he might actually care about Barry as he helped him get stronger. ","9"
"The Flash",2017-04-02," 2 weeks ago, i read all the negative reviews here and i almost dropped the show. I decided to give it a chance and guess what? It became one of my favourite shows. The only  cheesy  stuff that you can encounter and may bother you are literally in the first 10 minutes of the Pilot episode, but is absolutely understandable, because its predecessor was Arrow. I'm currently on season 2 episode 6 and i just watched finished watching it, and oh my god. I don't want to spoil anything, but if you felt that vibe, in The Dark Knight Rises, where Bane completely destroys Batman, well, that's how dark one of the main villains is in this show. This superhero TV series can grow on you trust me. Give it a shot. You will not regret it. ","10"
"The Flash",2017-03-24," I've only seen the first season so far so I'll comment on it. I'm a fanboy that loves superhero stuff. This series is everything I could want because it captures the spirit of heroism that's so important to any superhero endeavor. If anything Barry is a little too heroic, even apologizing for things that aren't his fault, but that's the kind of spirit the good guys should be about. Though I think he would have been a perfect Peter Parker/Spider-Man, I think Grant Gustin kills it as the Flash. He perfectly captures what it is to be a hero, selflessness (even when it's very painful), compassion and the willingness to risk his life to protect the innocent. That's what heroes are all about and something we've lost in an age where we choose to believe in nothing. Superheroes are all about Utopian ideals; what could we accomplish if we were truly good inside and were motivated by good intentions? We need heroes in our movies and TV and The Flash perfectly captures that. I think Gustin is a terrific young actor because he can express the pain of Barry Allen expertly and that's what's needed for the heroes journey, the choice to serve others at expense of your own goals and dreams. The supporting cast is a bit uneven. Jesse L Martin is excellent and Carlos Valdez gets to be so endearing that certain plot points later on make you upset when things don't go his way. One thing about these CW shows is that the actresses never seen to come off well, just flighty and silly. Danielle Panabaker is fine in her role but Candice Patton's Iris West is a real bubble head. She's the only one the entire first season that can't see the obvious in front or her face. They probably overworked to make her situation with both Barry and Flash as separate entities like Margot Kidder's Lois Lane to Christopher Reeve's Superman. The parallels are virtually identical. Still, if you have to borrow, borrow from something good. Tom Cavanagh is the strongest actor in the series. He handles his complicated part perfectly. The villains are mostly fine though not exactly noteworthy. The exceptions are Reverse Flash (our main villain) and the wonderful Wentworth Miller as old school villain Captain Cold. The special effects are incredible (as they needed to be.) I read a few comments about the show not building a story right away and that's complete nonsense. Barry's creation and evolution as the Flash are juxtaposed with his greatest enemy in his midst without his knowledge (or even knowing he's his enemy yet.) The show builds Harrison Wells as the main villain in Episode 2 so that's pretty much having a direction for the show from early on. And, yes, it's a young Flash so it's going to appeal to younger viewers and that's fine by me. One of the things I loved about the wonderful Batman Begins is that it showed the heroes journey by a young Bruce Wayne into Batman. Heroism comes from the inside and by choice. It's not having superpowers alone. It's what you do with them and The Flash gets that. Hey, I'm a mark for anything superhero but I'm also a mark for good movies and TV. The Flash is a show with millennials in mind and that's fine by me. As an older viewer, I can appreciate it because it captures the timeless beauty of good vs. evil, concepts we should all ponder when we make our choices in life. Loved the first season. Will soon see the second season on DVD and will possibly make another review. ","9"
"The Flash",2017-02-24," The Flash (Grant Gustin) and Cisco (Carlos Valdes) are good actors, but Dr Snow (Danielle Panabarker) is daytime soap opera material. Every time I watch the show and Dr Snows acting is bad it breaks my attention of the plot that it feels unreal. The Flashes Constant inner struggle about his family getting in the way is becoming annoying. He sounds whiny. We get it you don't want anybody to get hurt but you don't have to repeat it every three minutes . ","4"
"The Flash",2017-02-24," The series is badly-written and everyone can't act (except Jesse L. Martin & Tom Cavanagh). They don't show the villains that much they're more focus on Barry Allen and his friends personal lives makes for too much soap opera in this series. There only a couple episodes that were okay/good. Barry is more like Tobey Maguire's Spider-Man. Barry personality was better when he first appear in Arrow, he was more likable. Barry and Iris remind me of Peter Parker and Mary Jane Watson like relationship. Iris and Wally are annoying at times. I prefer Wally West/The Flash II in Justice League animated series better. Wentworth Miller and his partner-in-crime and Mark Hamill are the only ones that make this show work when they guest stars. This series is meant for teens & my age group, prefer to watch Arrow instead. ","6"
"The Flash",2017-02-23," So I am late to the Flash party and am Netflixing the first two seasons right now and just saw Patty Spivot leave. So obviously I looked up if she is coming back and she's not.. that stinks.. She was well, not only attractive, but she was funny and worked well with Barry. With her and Cisco.. the show actually made me laugh out loud during my rides on the commuter trains. Come on.. bring her back! Anyhow, the show is definitely growing on me. Gave it a 9 stars. ","9"
"The Flash",2017-02-22," I can't say much about it, but I think it is a great show!It is sometimes predictable and there are some really stupid choices that The Flash team makes, like changing the time line sometimes without really needing to. In most of the comics,Barry is a really comedic character but in this show he is always serious and thinking about the future and the time line and stuff like that. But for anyone who is going to watch this show, this is not the comic book flash. But I personally, love this show! ","9"
"The Flash",2017-02-21," BEWARE SPOILERS AHEAD i give it a 2 out of 10 because the first season overall story was somewhat appealing, barry training and becoming a hero while dealing with his personal life and how all the other characters fit into it was entertaining.having said this show that's somehow regarded with generally good reviews fails at so many things, the increasingly cheesy writing, the inconsistency with its own established rules which most of the time make no sense anyway like bursting clothes into flames once he stops running(this is why he needed a suit right? well it doesn't seem to be an issue after episode 1 hes constantly seen running with regular clothes and they never catch on fire)the fact that the show treats its audience like morons thinking they can get away with making a guy stop a bullet the moment it touches his skin from being unable to take down most villains who shouldn't even stand their own against him for even 1 tenth of a second the show starts with a flat out lie I AM THE FASTEST MAN ALIVE (EXCEPT WHEN IM NOT...WHICH IS ALL THE TIME)the acting was promising and the clichéd superhero characters were surprisingly entertaining but after season 1 it all seems the same no subtle character development at all, dumb end of the episode out spoken life lessons and the acting is just always the same no real change except for tom cavanagh(obviously) the rest just stay the samethe never ending hopeful hero, the will they wont they routine with the love interest, the nerdy sidekick, the best dad in the world idiocy, the young hot female doctor who's got an answer for everythingat the end of the day this show wont make you remember a great scene, plot, dialogue, dramatic moment or action thrilling sequence...it wont make you laugh nor cry you wont be happy when they finally beat the villain the episode will end and nothing noteworthy will have happened at all, might as well go to the park and feed pigeons ","2"
"The Flash",2017-02-21," It's just really good, that's all there is to it. It's a 'must watch' TV series. If you like watching supernatural films and shows or superhero related content then this is the show for you. The Flash connects with other DC/CW shows such as Arrow, Supergirl and Legends of Tomorrow, I believe some others too, so if you watch this I recommend you watch their other shows to get the full understanding of the story as they connect with each other.10/10. Watch The Flash, Legends of Tomorrow, Supergirl and Arrow, and when you're done after watching over 200 hours worth of fun, you will come back and you will be speechless. It's soo good! ","10"
"The Flash",2017-02-21," Today, I was walking down the street, and I stopped to think  the Reverse Flash should not run on its back ?!  It blew my mind. So here I am commenting on this, because I do not want other people to let themselves be carried away by this farce. Other than that Flash looks like a toy on the rope and runs away. #FORAFLASHREVERSO # REFLITÃO The Zoom dies, the Flash Reverse dies, Flash rapes the time line, the father of the Flash mine dies, the Flash is faster than lightning and the Kid Flash appears, they bet a race, Kid Flash lose. At the end of the first season Flash discovers that Reverse Flash is actually your teacher. #FORAFLASHREVERSO #REFLITÃO F*CK REVERSE FLASH BITCH*S ","1"
"The Flash",2017-02-21," I love this show! Its very creative, with characters that actually make wise and morally right decisions. Full of the beauty of depth of heart. I love a good storyline (which this show has), but just as importantly if not more so, I have to fall in love with the characters! I feel a genuine love and connection to all of the characters in The Flash. :) To everyone connected to the making of this show, hugs! Keep it coming! :) ","10"
"The Flash",2017-02-19," I watched the first couple seasons of The Arrow but by the third season - yeesh. The entire cast was about 15 years old and silly beyond belief. The Flash follows the same superhero formula and the boredom of it sets in immediately. The mysterious mentor. The tough disbelieving cop. The BFF who knows nothing but will be shocked, tearful, angry by the inevitable truth. The love interest who is perpetually crabby. The nerdy sidekick. The one-armed man subplot about the death of a loved one. Superhero abilities and bad guys - interchangeable with anything on TV today. What annoys me the most, though, is the 20-something  doctor.  Hollywood loves the young hot girl playing doctor. Twelve years of higher education, internship, residency and then presumably a bunch of years of experience - all by the age of 26. ","1"
"The Flash",2017-02-13," Overall it's a soap in comic hero clothes. The family drama, the continue resetting of the relationships due to manipulation of the timeline, the boring love story with Iris... I mean it's exhausting. Last drop was the mystical episode of Barry meeting the speed force or its representative. Now the speed force is god? FFS. Besides shouldn't the Flash be a funny character? Because this Barry is quite boring. He isn't even a hero despite how many times it gets repeated in the show. He spends his time putting patches to the disasters he himself provokes because of unresolved mum issues. And with all those scientists who can do things  more advanced than CERN  nobody explains him not to do it. I give it 5 because I like Harrison Wells character - pity he's not much in season 3 - and the visual effects are pretty good. ","5"
"The Flash",2017-02-07," I started watching this show while recovering from an accident. I couldn't walk for weeks and watching the Flash run gave me life. I was hooked. Season 1 of the series is probably the best. If you've just started watching, my advice is to cherish those moments with your favorite characters because the writers of this show do not understand character development. We're into season 3, and everyone is a shadow of the person they used to be. Dr. Caitlin Snow's character had made the most progress until tonight's episode - 3x12 - where these people erased everything they had done to make her one of the best parts of this show. I am sick of Barry and Caitlin's character regressions with each passing week. The former is always depressed. The latter is always in doubt of herself. These are not the characters I fell in love with. This is not the show I fell in love with. If you think it's easy for me to write this, you're wrong. I am devastated. The Flash is my favorite show. I'm writing this in the hope that SOMEONE from the show somehow reads it. I need them to realize the wasted potential here. I need them to know that this show helped through a very difficult period in my life. I need them to stop ruining the Flash. ","1"
"The Flash",2017-01-31," I've been meaning to check out The Flash for a long time and lamented that it has never made its way to free to air television in Australia. It's been everywhere else but I've had the misfortune to miss out. Finally in December last year I was able to get my hands on Season 1 on Blu-Ray and right from the very first episode, I'd found myself a winner. Every episode was enjoyable to start to finish and I was thrilled to see Grant Gustin perfectly fit into the red suit as The Flash.Central City Forensic Police Investigator Barry Allen (Grant Gustin) finds himself blessed with the power of running at super speed following a freak accident which sees him struck by lightening following a massive particle accelerator accident which affected most of Central City and its citizens. Some citizens were blessed/cursed with unusual metahuman powers, and others were killed or seriously injured. Adopting his alternate identity as The Flash, he is taken under the wing of a group of scientists at S.T.A.R Labs led by the Dr Harrison Wells (Tom Cavanagh) and fellow scientists Cisco Ramon (Carlos Valdes) and Caitlin Snow (Danielle Panabaker). Barry Allen must keep his new found metahuman powers a secret from Detective Joe West (Jesse L. Martin) and Barry's childhood friend Iris West (Candice Patton) who took Barry in as a young age after his father Henry Allen (John Wesley Shipp) was falsely imprisoned after the murder of Barry's mother Nora Allen (Michelle Harrison) 14 years ago.Grant Gustin nails it perfectly as Barry Allen/The Flash. Breathing life into the famed comic book character, the TV series has brought upon a new legion of fans who have barely sighted The Flash apart from the various comic books, cartoons, and the short lived TV series in the early 1990's where John Wesley Shipp donned the iconic red tights.The best thing about The Flash is that is highly entertaining and lets the audiences sit back and enjoy the fun. Kids and adults alike can get in on the fun as well. I've found a greater appreciation of The Flash and I'm looking forward to see the movie when it hits cinemas in 2018 and this time Ezra Miller will don the famed red tights.I've been looking forward to watching The Flash and without having high expectations, it was definitely well worth it. The Flash has been a long overdue (and well deserved) addition to the list of TV series that I enjoy watching.9/10. ","9"
"The Flash",2017-01-20," If you love superhero shows and movies then  The Flash  is a show for you! Brings so much from the comics into the show and if you are a comic book nerd or just a superhero nerd in general it will make you feel all warm inside. They bring so much more then just the flash, other hero's have joined this series as well such as Firestorm, Vibe, Jay Garrick and more! Everyone that I have ever talked to about the show have all thought it was great, I mean I even got my grandma to watch it and she still loves it till this day. Once or twice a year they also team up with  The Arrow  cast and have cross over episodes which are great to see. Two shows colliding is always fun to watch. So if you are interested in this give it a shot you wont regret it. ","10"
"The Flash",2017-01-08," Grant Gustin played the flash very well supported by very good cast like Tom Cavanagh as Harrison Wells, Jesse Martin as Joe, Tom Felton as Julian in season 3 etc. John Wesley Shipp who played flash in TV series(of 1990) is cast as Barry's father and also as first flash which is nostalgic for CBS series fans.(he played Barry Allen in CBS's flash)flash really worth watching, both seasons had twists and turns especially first season was bang on! Tom Cavanagh played Harrison wells greatly but at first his H. R.(Earth-19) was awful. Recommended to watch full season before negative comments!!! (some minor inconsistencies one can't ignore are inability to avoid punches from slow villains like Tony Woodward while beating fastest opponents)Enjoy And keep running. Cheers!!! ","10"
"The Flash",2017-01-01," If you had asked me a couple of years ago what the best super hero TV show at the time was, I would have said The Flash.The show started excellently well with a gripping pilot and a good story line. It starts with how Barry Allen becomes The Flash starting with how he gets his powers, then learns how to use/control them and then tries to solve the mystery of his mother's death to avenge his father. Overall season 1 was superb! Season 2 was weak when it comes to the story line but the excitement of seeing new metas, cross over episodes and 'team flash' developing some individual abilities of their own makes watching the season worthwhile.Season 3 has been average at best and my rating of flash that started from a full 10 has dropped to 7 over two years. Constant time traveling and meddling with things not only gets confusing in my opinion, but also makes you lose interest.I would definitely recommend people to give this show a go (especially if you are a DC fan) but the eventual and constant decline of the show is pretty obvious as you go on with the episodes. ","7"
"The Flash",2016-12-17," Why does everybody like this show? Arrow is the best. This show is repetitive. five reasons I don't like it: 1. The acting is bad. 2. The Villains are bad. 3. The characters never change. 4. The character development is bad. 5. It's just boring. Out of all of the CW DC shows it's the worst. Here is the list of CW DC shows from best to worst: 1. Arrow 2. Supergirl 3. DC's Legends of Tomorrow 4. The Flash. Am i the only one who thinks this show is horrible? Don't watch it! Listen to me! Please it is so bad it is bad for your health. I'm serious! Just don't watch it. No matter what your friends say. Don't watch it. Please don't. no matter what. Don't. I hope I helped you make a good choice. :) ","1"
"The Flash",2016-12-10," One of the best shows out there. I'm gonna fight 'em off A seven nation army couldn't hold me back They're gonna rip it off Taking their time right behind my back And I'm talking' to myself at night Because I can't forget Back and forth through my mind Behind a cigaretteAnd the message comin' from my eyes says,  Leave it alone. Don't wanna hear about it Every single one's got a story to tell Everyone knows about it From the Queen of England to the hounds of hell And if I catch it comin' back my way I'm gonna serve it to you And that ain't what you want to hear But that's what I'll doAnd the feeling coming from my bones says,  Find a home. I'm going to Wichita Far from this opera for evermore I'm gonna work the straw Make the sweat drip out of every pore And I'm bleeding, and I'm bleeding, and I'm bleeding Right before the lord All the words are gonna bleed from me And I will think no more ","10"
"The Flash",2016-12-02,"  He who runs fast will always be ahead of the slow, at least in terms of the distance they have travelled in a race. This show makes me feel great about life in general. It is in actuality an accurate depiction of my life. My entire childhood I have been fat but then one day after watching this show I got the motivation to run like my pants were on fire. Since then I have never stopped running and better than that I have fallen in love; both with this show and it's lead. This is the kind of show you want to watch if you want to learn something in life. The best thing about the show is the lighting. I like that it is mostly day time in the show and that we are able to see the faces of the people of the planet so clearly. It gives me much joy to be doing this. Another good aspect of the show is the way it coalesces fantasy and science and creates this cool new world with colour and fantasy and goodness. More shows should strive to be like this phenomenal work of cinema. My only request from the makers of the show is that they cancel the show. ","1"
"The Flash",2016-12-01,"  The Flash  is a well developed show all around. This show, unlike other superhero shows, didn't take a couple episodes to get really interesting. The cast is a very talented group of people. It seems the acting is better when the cast is more friendly with each other behind the characters and that's what made this show better.  The Flash  is full of action throughout the whole series as well as drama and comedy. The producer knew when to make the show funny and it was at the perfect moments too.When watching this TV show, I seemed to never get bored and each episode it got more and more interesting. Personally, I don't think this show needs anything else to become a better show. I don't think it could become more intriguing. I've never watched any superhero shows so this is my first one watching, and it makes me want to watch other superhero shows.  The Flash  just didn't bring excitement, it showed that Barry Allen isn't just known as  The Flash . He is also a detective, while he works to get his Dad out of prison for a crime he didn't commit. The effects in this show are outstanding. I can't really say I didn't like anything about this show but I know the cliffhangers can be annoying. The most neat part to me is how they didn't cram too much information in the first couple episodes. It is hard for people to get lost throughout the season. As well as having crossovers from other superhero TV shows makes the show more fascinating. This superhero show  The Flash  is all around an outstanding TV series. I couldn't possibly be more intrigued. It brings standalone episodes introducing new villains through tiers of episodes. As well as all of the characters personal relationships. Bringing superpowers, science, and a psychic gorilla. It's more action-packed than other DC comic TV series out there.  The Flash  showing that it may not all be about superpowers to be a hero! ","8"
