"Show","Date","Review","Rating"
"Legends of Tomorrow",2017-07-07," I genuinely think that DC's Legends of Tomorrow is underrated. It is a step in the right direction for CW's television universe. The show as a whole brings under-used characters from The Flash and Arrow and gives them a chance to be focused on and developed. The story line in the two seasons can be somewhat confusing, but when made sense of, is very enjoyable and gripping. My personal favourite character is Sara Lance, as she is a strong, a natural born leader and a great captain of the wave rider. She brings order, discipline and a sense of hope to the Legends. I personally believe that Rip Hunter should have played a bigger and more effective role in season 2. Besides all of the positives, there are a couple of negative features that I would like to point out. Some of the acting seems quite stale, as I think that some of the newer members of the cast don't have enough chemistry between themselves. Also, there are minor issues with the CGI used, especially when in the Wave Rider. I personally don't take too much notice of this, but it does sometimes bug me. Besides the few minor criticisms, the program as a whole is great fun to watch and has a story line which will make you want to come back to watch more. ","9"
"Legends of Tomorrow",2017-06-19," Let's be open about  Legends of Tomorrow : Of course the stories are rubbish, and the acting is (with some exceptions) nowhere near Marvel Netflix quality. But this series has something that Arrow (which tries to be incredibly gritty) and Flash (which tries to be incredibly witty) fail to display: Entertainment value! Legends of Tomorrow is like the playground of the Berlantiverse where you can take underused characters or crazy story ideas and make an episode out of it no matter what happened the week before. This is even more so in the second season where the constant need to antagonize Vandal Savage has gone.The writers can send their heroes straight through the ages from feudal Japan to the Wild West, from the 80s to the future. There is an overall storyline but that is not what makes this series fun: What makes it fun is the snappy banter of Snart and Rory, the crazy jumping through time trying to save the timeline while having no qualms causing time paradoxes themselves (constantly!) and not giving a damn about making sense. Doesn't sound like a modern TV show? Well that's because it sounds like a classic comic book, existing just to be enjoyed and to have people have fun with it.Yes, the bogus stories and the crappy acting may turn many people off. But I'll take Legends of Tomorrow over any season of Arrow with its abysmal flashback story lines (and its own crappy acting) anytime. ","7"
"Legends of Tomorrow",2017-06-06," The overall story-line could have been outstanding, unfortunately there are several VERY powerful flaws that detract from the show unlike what was seen in The Green Arrow or The Flash adaptions.1st there is the major flaw which can be found in the shows premises 'time travel'. This would be great, however... it is time travel through the eyes of ignorant liberals; most of the time periods are either greatly exaggerated to the extent that you either you assume that 'that's REALLY how it was...' or you ask yourself 'THAT'S really how it was!?'. From the racist, sexist and homophobic 50s to the vile evil of fascist Nazism in the 1940s.The sad truth is not only will these ideas constantly bombard the audience as they watch the show however, it will also dumb them down with several dozen historical inaccuracies. My favorite of which are Eistein 'inventing the atomic bomb'(correction his wife invented it, truthfully Julius Robert Oppenheimer had more to do with the invention of the atomic bomb than Eistein, who immediately left the project after realizing what its goals were) and men being nothing but sexist pigs in the 1940s (truthfully during these periods men were more or less 'off cuff' when it came to women, however sexual misconduct was still regarded VERY negatively during this time frame and even though women didn't have as many rights as men at the time, men still had a LOT more manners than would be seen going forward into the 1960s-1980s). The best of all though, was the overblown and historically inaccurate conception of the 'Nazis' utilizing idiotic premises like 'Super Nazi'(Like most media, the Nazi's or should i say Germans during WWII are CONSTANTLY portrayed as a inferior force or joke often seen as that 'mustache twirling, top hat wearing, twisted smiling villain, who is tying a women to a set of railroad tracks', oh and apparently their only purpose is for some cocky American dude to punch them out... if you really look at history, MOST of the grunts who fought for Hitler did so out of fear(for their families mostly), not subservient idealism and no opposition force in our history has ever been seen as darkly. even their allies, the Japanese got a better pardon from the US than the Germans did... But hey they did give us anime, video games and edible raw fish). In fact the depiction of the Japanese was even more ridiculous due to their use of 'mixed English' in the entire episode and cultural intolerance.Now apart from the terrible history lesson, there are three other HUGE road blocks that get in the way of this show...1) Narrow-Minded Social/Cultural Intolerance; yeah pretty much the show is watered down by it, everything from woman empowerment through male oppression to pro-gay anti-religious sentiment, if you like watching people frick with other people for their beliefs or exaggerate the truth through embellishment then this show must be pretty awesome for ya lol.2)Pro-Gay Propaganda; So... Vixon is no longer 'bi-curious' she is a full blown homosexual, a point which this show will bring up several dozen times a season (almost annoyingly so...). There is no character that 'randomly' hooks up more than vixen which makes her look not only like a piece of eye candy, but also a total 'skeeze'. As many would find that a bit offensive due to her being a woman expressing sexual liberalism, all she is really doing is solidifying the role that women play as 'sex objects' in society... the worst part is that Vixon is ALSO constantly pushed as a 'role-model' for young women and packaged as a 'strong, confident woman' where she falls flat coming off more like a well... you know.3)Racial Intolerance; although the show features a decently diverse cast... not. Truthfully the show showcases one black male character and two black females (two of which is the results of cultural diversification in comics... (the black firestorm and now a black hawk-girl)). Unfortunately, the black male character seems to ONLY like WHITE chicks... a stereotypical portrayal that dates back to the racially charged times in the good old days. Also sad to say the character is nothing but a running 'look what these crazy white folks are doing now' joke; constantly being thrown into ridiculous situations that 'the white people' got him into.Frankly its these faults that make this show only entertaining to the truly 'braindead' and how it got a second season I will never know. The only thing close to its level of arrogance is 'Team America and The World Police'. ","3"
"Legends of Tomorrow",2017-04-18," Thawn could easily kill every single one of the Legends in a minute but he doesn't. The Legends keep making reckless mistakes, and somehow get out of the situation because the Legion of Doom waits so long to pull the trigger. Like just shoot the damn gun and they will die. Worst show ever. The Legends could have easily saved everyone with one change of the past. So much more is wrong with this show, and the mistakes keep repeating and pilling up every single episode. ","1"
"Legends of Tomorrow",2017-04-17," I have just finished the second season of legends of tomorrow and after a bit of a disappointing first season this season improves on it in every way pretty much every way. The premise of the season sees the team scattered across time as with some new help look to stop a group of super villains from capturing an artefact called the spear of destiny. caity lotz reprises her role as Sara lance and she really becomes the main character and captain of the team and I thought she did a really good job. Her character has to deal with some emotional moments due to previous events and it truly does hit when it is meant to. Dominic Purcell as mick Rory is given a larger role this season and similar to Sara he has a hard time dealing with something that happened last season and I found him the funniest and one of the most interesting characters on this show. The returning cast of ray, martin, Jefferson and rip are all still good characters. The new heroes are Nate Haywood/steel and amaya/vixen, I liked both of these characters. At first I thought Nate was a bit over the top and cheesy but he grew on me as the season progresses. Now to the villains, reprising his role from the flash matt letscher is eobard thawne/reverse flash and he is great. He totally sells the role and I have always loved his character and I feel like he was the perfect villain for this season. Also I find Neal McDonough as Damien darkh incredibly entertaining and I really liked watching him. My only negative might be that I feel like John barrowman as Malcolm merlyn is entertaining but ultimately underutilised towards the end of the season. The story of the show moves across more interesting time periods and I just found the characters story arcs more interesting especially as the show progresses. I will say that if you haven't watched all of arrow and the flash then you will be lost especially when it comes to the villains as there motivations are linked to the other shows but for fans it really does work. The script of this show has some decent dramatic qualities that work better then last season and the humour is better, it just does come across as really cheesy at times which does hurt the show. The style of the show has some pretty good action scenes especially when it embraces its more sci fi routes. But this season similar to the first does have episodes that feel like filler for sure. Overall this is one of the best improvements to a series that I have seen and I recommend this season especially if you are a fan of the other shows in this universe. ","8"
"Legends of Tomorrow",2017-04-16," Second season is for me a 9 it is funny and creative. Season 1 was a 6, I mean better than the other TV shows in this universe, but the whole Hawk girl - Vandal Savage story line was awfully boring. They also completely ruined Hawkgirl who was actually a cool character. With them gone though and with the emergence of Sarah as a leader and the team making mistakes and learning along the way season two was really fun to watch. From Rory's obsession with ninja's in medieval japan to 1980s via the zombie confederates and Camelot....My favourite character is Rory  less talking, more doing!  :) ","9"
"Legends of Tomorrow",2017-04-15," I don't know...I was expecting more, but it didn't hit home at all for me.1. Sara Lance - Her character is all over the place. They made her a captain to make the hard decisions, when in reality all the decisions made were either ad-hoc or by reasonable deduction. Sara was always a solo mindset. I don't see how going from the League of Assassins qualifies you to run a ship that jumps time-lines effectively. That role should have gone to another crew member. You never see her strength as a leader. There were actually times Amaya had much better leader abilities than Sara. And Sara seemed bent on making out with every woman she came across no matter what time period they were in. Sloppy touch. Her actions alone could have compromised several missions. Not the signs of a true leader at all.2. Dr. Stein - Far too many times they make him seem indecisive. I found that hard to watch when in Season 1 he was relied upon heavily to help Jackson get acclimated to his new role and powers...only for now in Season 2 he always struggles within himself. 3. Jeffrey Jackson - I have no complaints with his role in the LOT other than he overdoes it...and a lot! They write his character abrasive in many shows, then they soften him up, then they give him credit for making the hard call...it's dysfunctional at best. 4. Ray Palmer - of all the LOT'ers,I like him the most. He should have been the leader IMO. He ran a huge company back in Star City, had incentive to correct the time-line the most, but they totally watered down his influence on the show to fit in Sara being captain. Ray has a bit of it all, smarts, decision-making, knowledge, camaraderie, if anyone was fit to gel a team, it was Ray. Missed opportunity for the former Superman to have a lead again...lol5. Mick Rory - Mick has to be the best character of all. He is true to himself, he had THEE best character development of them ALL! You understood his position going back to making him Chronos, getting back to the team, having struggles with Snart, leaving and coming back. Mick was my hero the entire show and his character was the beefiest, most developed of them all IMO.6. Nate Haywood - He actually was a refreshing addition to LOT. He came in with a solid story-line that was maintained the entire season 2. He hit all his marks in terms of his love of history, his grandfather, wanting to address a past he wasn't happy about, but the journey helped him figure out what was more important...and that's all you can expect for guy who inherits superpowers but exudes a real heart. His character was worth the watch.7. Amaya Jiwe - SO underused! This girl's character was a frickin powder keg ready to explode! But every time you'd think they'd write in for her to be a badass? They hand it over to..of course, Sara...and Amaya proved she could make much better decisions than Sara along the way. That was very irritating to watch. I like how the love interest between her and Nate was developed. It would have been nice if she had a chance to actually MEET her granddaughter since everyone else saw their past or future in some manner or another...but oh well. 8. Gideon - I think it was wrong for them to materialize Gideon and give her a smack-a-roo session with Rip IMO, but it was nice to see Amy appear on the show. The ONLY 2 things I don't like about how they have Gideon in the show is:1. The way Gideon talks - a little loud and hard to the ear (sometimes I'd have to turn my system down Gideon was so loud, but that was purposed by the producers) and 2. overly-human responses to the team throughout the show kills the tech portion of it.9. Rip Hunter - I liked Rip Hunter's character and wished they had more of him as his old self. But to have him under the influence of the Legion of Doom shouldn't have been as long as it was IMO. And they always found a way to make characters rationalize being on the bad side...it's kind of funny because it's so predictable in film now it gets boring. Though a snooze factor, I enjoyed him throughout Season 2, if not one of the most watchable of all the characters. I do, however, hate how they ended the show. Rip only talks to Sara as he leaves the ship. This is what you do for the most pivotal character of the show? He started with a bang, but end his character with a wimp? Not cool at all. The emotional attachment to Gideon alone deserved a much different ending!10. Legion of Doom - These guys were awesome. End of story. But, the way the story-line flowed was a bit irritating, and that's on the writers, not the actors themselves. But this lineup is a powerhouse and it's hard to watch really good actors playing bad guys go against really bad actors as good guys...well, not all of LOT, but...Other than that, I think I want to watch Season 1 again to remind me why I like this show because I almost stopped watching it once Sara became captain. ","5"
"Legends of Tomorrow",2017-04-10," #Season01The show had potential, then lost it and now it ends with new potential. Still better than #Arrow's Season 04 by a wide margin.Basically, an entire season where very little happened in terms of the chronological events in the time-line. And very little good was done. The show was slow, filled with cheesy dialogues and a constant splitting of team which led to more trouble for the team.Then, there was this #AncientEgypt mythology which was the centre for the show. Which caused huge discomfort for the #ComicBook origins. Instead of #Hawkgirl and #Hawkman being aliens who are never in love as in comics and don't get reborn, and instead #VandalSavage being a #Caveman gained #Immortality from #Meteor. It was all the wrong way, which led to a weak character portrayal of #Hawkgirl being the centre and key piece.In the end, it was relieving to see that the show has distanced themselves from this wrong #Mythology as even the ending episodes had contradicted their earlier established story arcs. But, as the ending was near, the show got good, focusing on wrapping up this wrong path of start and now there is potential once again for #Season02, if there is one.One of the key gems of the show, was the lush costumes and set designing and visual effects for a TV show, which led to the show being helped in being held on just long enough to establish itself properly.#Season02After a very confused and mangled #Season01, the show has risen from the ashes to deliver a very fun, exciting and humor-filled season, that turned out to be the best of the #DC #TVshows on air, even better than #TheFlash.One of the reasons of its #Success, was simply the use of the best charismatic characters of the #ArrowVerse to deliver a dynamic team of villains that really put a whole other level of #Beat on the show, that the other #DCshows are missing (#excluding #Flash's 1st #Season).The show maintained a really good balance of Dark characters and the theme of the show, which is that of a cheerful adventure. But the show never forgot that in the end, the story is dark and the stakes are very much fatal for the #Protagonists.Even the #VisualEffects were pretty good this season, and they had to be, as #ReverseFlash's involvement and his grand scheme demanded them to be. The most memorable things this season, were the blurring of lines between different #Genres in reality, involving the use of #StarWars and #TheHobbit.Overall, the show was fun and had enough cheesiness in it, to be always being able to deliver #Entertainment, but the show did employ the use of #CommutativeLaw a lot, especially in the end, but it never became too #Goofy. One more amazing thing, was the proper build-up of the story, character arcs and their ends, which only enhanced the story. The most styled character, this show made us realise, was #WhiteCanary, with impressively #Choreographed fight sequences and #BattlePoses, that slayed many #Hearts.In the end, a very much recommended show, because of a very entertaining season 02. ","9"
"Legends of Tomorrow",2017-04-04," That's the only time I can watch it. Saturday morning while I'm reading the news. Just too juvenile for prime time viewing. If you like Arrow, The Flash, and Supergirl you should like this. They're all the same live action cartoon type of show. With time travel and alternate universes available, I find Legends and The Flash at least worthy of halfway watching, although just barely. ","4"
"Legends of Tomorrow",2017-03-31," This is beyond my imagination. Worst Sh#t made by DC. Like seriously ??? what were they thinking ??? After Arrow and Flash, this is just disappointment. I have wasted my time watching 3 episodes. My expectation was high, but this is a complete sh*t. If you can't make something good then don't make shows like this. And I don't know how on earth it got 7+ rating. ","1"
"Legends of Tomorrow",2017-03-30," This could have been good except that the story line was ridiculous and the actors mainly miscast.As others have said the main story makes no sense. A rogue time traveller, (so badly cast he was unwatchable most of the time. Arthur Darvill just has zero screen presence and no charisma whatsoever. Who decided to cast him in this?) decides to gather a group of super heroes to help him kill an immortal who has killed his wife and child. Why he didn't just time travel to just before they were killed and take them elsewhere or to a different time is not explained. The group he picks including two criminals with no super powers are all pretty weak and seem incapable of killing this one evil being.As the series moves on it becomes more and more frustrating and errors and plot holes abound.The only thing that made this watchable was the special effects were pretty good, but that is about it. ","2"
"Legends of Tomorrow",2017-03-22," I have somewhat enjoyed this show, however it has in the last half season been on a religious kick that is making it near unwatchable. The constant references to religious characters and religious ideology make it seem like it is being written not by a fan of comics, but someone trying to push a theocratic agenda under the guised of a TV show. I do realize that religion is fiction in and of itself, but if I wanted to watch my childhood heroes spewing ideological nonsense I would watch a Kirk Cameron movie. ","5"
"Legends of Tomorrow",2017-03-21," People! Give it a break! This show never fails to make me laugh! It's ridiculous, cheesy and a ton of fun. Suspend reality and enjoy the ride- this is not meant for heavy thinking, deep romances or for pondering your role in life. It's fun. The humor is the truly captivating part. You never know where or when it's going to come from, but this show is a hoot- as long as you don't take yourself too seriously. I suggest giving it a try- I think this show has earned it. ","8"
"Legends of Tomorrow",2017-03-18," I'm rating this 7 stars because I enjoy the show very much, but think it can be even better. There is room for improvement, but I will not say it's a terrible show with bad acting and poor writing, because that is not true.I've watched since episode one and I have only missed two episodes of the current season, so I think it's fair I write a review. Those that wrote a review based on watching only one episode from the first season have truly missed out!The action and time travel are the best parts of the show, but I think the character development is the second best. We have seen the characters change over time (no pun intended!). Season 1 felt like more of an experiment, but this season feels like real growth. I want this series to continue because I need more! ","7"
"Legends of Tomorrow",2017-03-11," It's not at all good. But, yeah, I'm still watching it because I'm a sucker for time travel stories. Part of it stems from being an historian, and part of it stems from heavily influential childhood sci-fi shows and......so long as they keep leaping from life to life, striving to put right what once went wrong and hoping each leap will...Yeah, yeah, yeah. It's time travel and good or bad I'm going to be in its audience just because of that.This is why I want the return of the message boards. I mean, how else am I going to find out if Wentworth Miller is obscenely over-acting or if that annoying delivery is just how he talks in real life? I certainly don't care enough to explore it much further than this.Did they get sued by the creators of Dr. Who because of Arthur Darvill's depiction of Rip? It seems almost too Dr. Who not have a lawsuit over it.Dominic Purcell, the mystery returns, is he really over-acting that much or is his delivery just as naturally annoying as Miller's? Brandon Routh...really dude, you look a little too much like you belong in  Sliders  but that's not your fault.Caity Lotz is really the only one here that is believably in the Arrowverse. She doesn't seem like a cartoon villain and she doesn't seem like she's ripped out of the pages of another series.I know, I know...Ciara Renée...and again she would have been great in Sliders...but not so much here.There is a lot wrong with it but...Time travel...going to keep watching it anyway and overlook all the over-acting and the bits and pieces blatantly ripped out of Classic sci-fi. ","3"
"Legends of Tomorrow",2016-11-07," I really tried to like this series after seeing the pretty high reviews. After watching Season 1 I saw things starting to take shape and characters developing with Leonard Snart ending up one of the most fleshed out ones. Season 2 doesn't seem to build on Season 1.The stories seem to follow the same formula. Travel through time. Screw something up with ineptitude. Scramble to fix what they screwed up. Lather, rinse, repeat.Why is it that shows featuring DC characters can not be nearly as well written as their Marvel counterparts? Even the NetFlix hosted ones. Hopefully Wonder Woman will be better than Suicide Squad. ","3"
"Legends of Tomorrow",2016-10-18," Quite possibly the most pointless TV series I've ever had the misfortune of sticking with. A poor man's dr. Who gathers up some cheap rip offs of decent characters to go back in time to eliminate an immortal that killed his family so far in the future it has literally no affect on anyone recruited by him, giving them no reason to go in the first place. Armed with a ridiculous laser revolver that he somehow manages to miss every shot he takes with, this plonker bumbles through time damaging the time line more and more to the point that he ends up 3 days before his family dies taking on savage then(nullifying the entire premise of the  show ) only to again hilariously fail! Want a tip? Don't recruit anyone, go back to a time before savage is immortal/ still a defenceless baby, carry said baby forward through time till you can find a 2x2 box for said baby to rot for all eternity, and call it a day. ","1"
"Legends of Tomorrow",2016-10-04," Oh Rory! The Doctor really left you somewhere surreal! Love superhero stuff but this is so poor. Don't really have anything good to say about it, Poor acting, poor script, poor effects. Arrow started out brilliantly and soon lost the way as it progressed Flash is also losing its way Then you get the Flash/ Arrow crossovers - blink an eye in either series and lose the plot So now we throw them all together along with the baddies and one of Dr Who's lost companions! Sorry, I'm off to watch SHIELD, Supergirl, Agent Carter and of course the Doctor ! Arthur Darvill is such a let down and wrongly cast On a whole - it's just shallow, cheesy and weak! ","1"
